	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63
6_32590324_T_G_b37	0.26683995	0.047120266	0.46124774	-0.28572312	0.10853723	0.11358282	-0.15544307	0.39831203	0.68196344	-0.089785926	-0.015934255	0.041056298	-0.03221041	0.21090886	0.4351922	0.2655643	-0.09825644	0.22816329	0.16100295	0.38093364	0.17976177	0.06068694	-0.6983744	0.09608574	0.14858685	-0.03160131	0.26103726	-0.36963668	-0.31768242	-0.65807074	1.0289874	-0.08454771	0.3057927	0.35223985	-0.16247578	0.070746705	-0.050125953	-0.025120879	0.1260514	0.7956492	-0.09086683	-0.2621453	0.093386665	0.25579697	0.2198241	-0.20734929	0.050864354	-0.11354229	0.27887028	1.2675304	-0.16905661	-0.22572847	-0.0013525411	0.1956642	-0.21125486	0.58559	0.19237684	0.49327892	-0.052782424	-0.40928838	-0.35388014	-0.004865475	0.05094309	0.25384626
16_3707747_G_A_b37	0.030513965	-0.00872701	-0.06552137	0.0033115223	-0.020419713	-0.01598139	0.028481795	-0.029440274	-0.047845215	-0.008476218	0.013513312	0.05474692	-0.01757427	-0.027666233	0.017096542	-0.02241947	0.00438077	-0.0051373374	-0.002517581	-0.0008806009	0.019183911	-0.027621146	-0.026131995	0.035394214	0.017022636	0.013974435	0.014671162	-0.032313704	-0.018746406	0.087319754	-0.015673706	0.015822358	0.045395974	-0.0024156421	-0.008537771	0.020333186	-0.0001888678	-0.048293814	0.01634281	-0.018909547	0.009042304	-0.017859094	0.0392598	-0.02532611	-0.0095851	0.02423502	0.0034802742	0.0364312	-0.0028987452	-0.656979	-0.0051591285	0.03904712	-0.018040277	-0.0074447943	-0.0040422007	-0.00090643205	0.001229763	0.02144697	-0.004016809	0.015426623	-0.031296007	-0.018760301	-0.009680375	-0.023935493
5_111094463_C_A_b37	0.014202956	-0.009538535	0.0075654723	0.0024314076	-0.030674933	-0.00093379605	-0.012924388	-0.026931161	-0.0048837997	-0.023429208	-0.00605848	0.028635018	0.00352161	0.0028694049	-0.03802035	-0.059323996	0.01099851	0.020214288	-0.023796957	0.000980258	-0.0038874336	-0.016404275	0.016363837	0.096056566	-0.013795245	-0.0034693815	-0.017363012	0.0023893807	-0.01571124	-0.045728218	0.0056229057	0.026256599	0.020534653	-0.008254841	0.03995501	0.014650055	-0.002434371	-0.008067811	0.008871568	0.005702406	0.009102976	-0.019066349	-0.031299282	-0.041383073	-0.036005974	0.025169741	-0.006921638	0.017271131	0.00662791	-0.38395852	-0.0041387714	0.038278926	-0.0054765046	0.022104438	-0.025285516	-0.005963942	-0.011741962	0.00366804	0.0012661219	0.022534056	-0.035203926	0.0012185648	0.013149185	-0.046626914
7_73256900_C_T_b37	0.028955348	0.07286813	-0.65831697	0.16379943	0.31605777	-0.11813403	0.13711202	-0.0266167	-0.4732716	0.03871733	0.032381944	0.17707334	-0.035969447	-0.37458083	0.22624458	0.23987001	-0.19687055	0.021467574	0.08817049	-0.043168765	0.09361678	0.07174365	0.09322371	-0.41648436	0.069012076	0.031866603	-0.007935151	0.13831398	-0.08843487	1.7463791	-0.8066426	0.0679905	0.29233482	-0.09709954	0.039887074	-0.027360383	0.13873434	-0.2157626	0.15752225	-0.30021173	0.14236179	0.01818148	0.49100703	0.0065071285	0.04381507	0.19207454	-0.16965252	0.44165748	-0.15177044	1.6648018	0.16907349	0.17580077	-0.12638715	-0.07460364	0.20096962	-0.11005128	-0.07243252	0.08561199	-0.23827556	0.067085065	0.0694007	-0.08057523	-0.2915871	-0.22068676
12_66513381_T_C_b37	-0.11561802	-0.15016554	0.12823251	0.10148535	-0.099892154	-0.01942006	0.09365846	-0.23930892	-0.18197662	-0.029087784	-0.023516173	-0.020726949	0.13595118	0.20953974	-0.20327315	-0.059100635	0.12527506	-0.062485635	-0.14373736	0.01591216	-0.1682881	0.07023139	0.29460388	0.25494975	-0.24385425	0.03877888	-0.027809497	0.036992762	0.20075777	-0.6888451	0.07892198	-0.013966486	-0.11569334	-0.0009186566	0.17373332	-0.0032583624	-0.095066935	0.13219886	-0.0838947	-0.09703985	-0.038824063	0.022925183	-0.33612832	-0.070521705	-0.1268603	0.04418008	0.028816812	-0.23380354	-0.078660116	0.9171358	-0.024715018	-0.04116568	-0.07011515	0.08374477	-0.080943406	-0.2390629	-0.05499876	-0.29796207	0.1363469	0.12784426	0.10216037	0.04489485	0.060297005	-0.10970822
10_131989128_G_A_b37	0.024507986	-0.010578972	-0.071171016	-3.1162053e-05	-0.025864229	-0.020553611	0.030708898	-0.03091039	-0.03929396	-0.020629084	0.007481779	0.04959983	-0.004875418	-0.035960987	0.007922947	-0.031293787	0.019695673	0.0059594056	-0.014282946	-0.005528439	0.032758053	-0.032728452	-0.013001189	0.04873737	0.006723199	0.013125726	-0.0005973205	-0.010704817	-0.022282429	0.06852521	0.00015430572	0.020369947	0.03675272	0.0017010719	0.003694932	0.017774865	0.00437483	-0.037263878	0.02208928	-0.016667578	-0.008904984	-0.008607931	0.011228539	-0.016234979	-0.026760124	0.022856742	0.0045559704	0.031587683	-0.0004658401	-0.5360189	0.0011374988	0.05046458	-0.008980356	-0.021376433	-0.012131702	-0.009824796	0.0032336377	0.02526168	-0.005437322	0.024302827	-0.034714654	-0.023279898	-0.004875563	-0.012260135
8_27930737_T_C_b37	0.028353332	0.0013330504	-0.044531845	0.024423525	-0.02262419	-0.00143224	0.008995809	-0.050815515	-0.061051227	-0.01259679	-0.0003595855	0.027635632	0.0077077895	-0.004312981	-0.018578537	-0.014545336	-0.005868178	-0.01411028	-0.02051821	-0.013321081	0.0081083365	-0.022582646	0.015268847	0.04279574	0.0110065825	0.0194249	-0.0036068484	-0.005388003	-0.0045701116	0.038302846	-0.024614137	-0.0068384185	0.029808234	-0.017762437	-0.007166768	0.013120094	-0.027327027	-0.029759405	-0.0045746565	-0.01802728	-0.0052844603	0.007295735	0.0054495186	-0.034586668	-0.014570727	0.005580578	-0.01005514	0.021713182	6.873906e-05	-0.41962296	0.008345962	0.037482817	-0.03955464	-0.0012855763	-0.012632512	-0.010204168	0.0016579702	-0.006680431	0.008501984	0.03724058	-0.023706704	-0.015069492	0.01773641	-0.045680385
21_46682295_A_G_b37	-0.3507952	-0.35885465	0.3007378	0.20829701	-0.18822715	-0.01442569	0.14488305	-0.6065649	-0.45387334	-0.07973867	0.011505497	-0.03800813	0.32655028	0.4550948	-0.60642093	-0.27164063	0.35231176	-0.18216082	-0.32195705	-0.03220568	-0.38753396	0.18628304	0.76976466	0.6187242	-0.6954241	0.14787908	0.020107932	0.124524206	0.5771092	-1.6250706	0.14605905	-0.010959089	-0.4448302	-0.09177369	0.5034122	-0.080990076	-0.19951814	0.3584536	-0.22581193	-0.38307306	-0.054595537	0.01259689	-0.85365754	-0.2277013	-0.35590276	0.13088621	0.11914924	-0.6322845	-0.27077502	1.7667279	-0.04910395	-0.11053483	-0.12681559	0.19801939	-0.10889922	-0.58062434	-0.19371751	-0.7560327	0.24261302	0.29097405	0.298885	0.30435452	0.1051367	-0.19388568
6_168530934_T_C_b37	0.020785723	-0.0052593416	-0.05717026	-0.002048172	-0.037187308	-0.015701385	0.017258303	-0.028086074	-0.04081782	-0.018326255	0.015214747	0.03875324	-0.0107005965	-0.022153921	0.006521873	-0.03085579	0.013560493	-0.011698101	-0.007799886	-0.0033238642	0.016152762	-0.03714439	-0.014855005	0.052058578	0.012559138	0.013927338	0.0059951693	-0.03474532	-0.013689525	0.049532853	-0.009443574	0.01974656	0.03240696	-0.004301235	0.0015499026	0.017797975	0.00030066213	-0.038390435	0.019831747	-0.019263145	0.012494072	-0.019767694	0.021509893	-0.02662018	-0.011029999	0.016789827	0.0029529072	0.031828552	0.004184708	-0.7218434	-0.00034308434	0.03754856	-0.013040096	-0.0063771177	-0.0028283745	-0.0011354927	-5.0999224e-06	0.015220275	-0.0027396977	0.019946171	-0.02538713	-0.020325713	0.0016175434	-0.025641685
7_73097654_C_T_b37	-0.00957663	0.45468944	0.16773747	-0.39422387	-0.30572543	-0.49935517	-0.21825102	0.019001175	0.0015825704	-0.15945727	0.0163968	0.3574698	0.13263433	-0.35359058	-0.58066714	-0.57585233	0.31400022	-0.10904536	0.15216556	-0.05661091	-0.060836338	0.21335143	0.46258473	0.059066765	0.47869554	-0.31218755	-0.2992681	0.38596067	-0.034457512	-0.04864041	-0.19578156	0.24943577	0.081742845	0.078475386	0.36560732	-0.11478311	-0.13861693	-0.14707774	-0.18199414	-0.41149694	-0.33134103	0.4305475	0.08781333	-0.13437375	0.096771635	0.26594293	0.0860882	0.31250474	0.048854474	2.442153	-0.11042769	0.43191868	0.15284547	0.13194767	-0.315617	-0.0954315	0.036788262	-0.1360441	0.349076	-0.13702086	0.20329827	-0.0927421	0.09322784	-0.19755912
17_44020282_G_A_b37	0.027533729	-0.007562114	-0.055224594	-0.012837952	-0.034538385	-0.02632621	0.043225966	-0.041281983	-0.01953695	-0.016415201	-0.00237734	0.053182907	0.0065143146	0.018979754	0.002469711	-0.060523875	0.027338337	-0.0017426629	0.01029652	-0.022442114	0.007013228	-0.005762048	0.007790737	0.008987561	0.032882288	0.034464672	-0.018075012	-0.0022552218	-0.023563616	0.08803521	-0.05553893	0.009997986	-0.011363409	0.026630975	0.03133193	0.02158791	-6.519025e-06	0.0017534401	0.018485665	-0.023849558	-0.016046755	0.009850025	-0.017095536	-0.02758047	-0.008320119	0.04622177	-0.0027367175	0.05121786	0.007819414	-0.39383978	0.04924675	0.032981444	-0.057937548	-0.023652356	0.010126675	-0.03751871	-0.014258608	0.011310569	0.005706139	0.029711587	-0.009045243	-0.01610846	-0.020730518	-0.045130055
7_72972329_C_T_b37	-0.089346424	0.041465625	-0.1964206	0.16359332	0.06247126	-0.06533658	0.07909666	-0.1642521	-0.35733658	0.028625097	-0.035406508	0.1068219	0.0862934	-0.021577694	-0.09594657	0.020815823	-0.012300596	-0.05571465	-0.1247718	-0.11118497	0.03208262	0.073263705	0.37423366	-0.11548577	-0.050676983	0.0486312	-0.058373258	0.11258898	0.081804	0.2764633	-0.36631945	0.024746105	0.0342666	-0.020280942	-0.0022868537	-0.03948017	-0.04269097	-0.04434415	-0.09027487	-0.29502553	-0.08896186	0.14157313	0.03587027	-0.016893841	-0.04368734	0.08659719	-0.04951793	-0.006646797	-0.13182677	1.5314305	-0.023095597	0.099621594	-0.047213927	-0.025997076	0.009815216	-0.19273123	-0.05932645	-0.2162386	0.079418615	0.06443159	0.13126767	-0.010105021	-0.051575497	-0.040487092
19_57870147_G_A_b37	0.029286092	0.022432366	-0.06742909	0.008256629	-0.018211793	-0.022849303	-0.007849947	-0.052436773	-0.05355306	-0.014221068	0.0088155335	0.017544143	0.008029189	-0.010400653	-0.007265337	-0.01047115	0.023148958	-0.027962629	-0.027747337	-0.007152818	0.01850709	-0.043521065	0.0074469	0.01219403	-0.009043638	-0.0022509303	-0.011375308	-0.028578127	0.014522925	0.052300207	-0.04065174	0.00664654	0.016097374	-0.03135778	-0.00060640136	0.012792766	-0.009463341	-0.042566366	0.0038676988	-0.032158356	0.013606837	0.023810275	0.037567087	-0.01382257	0.0040244833	-0.007899947	0.0007623844	0.021591619	-0.0003360659	-0.5355254	-0.017862525	0.057020012	-0.0034056902	-0.01706025	-0.011341006	-0.034195088	-0.009549003	0.034379683	0.001667656	0.04325448	-0.025895953	-0.0332399	-0.003726609	-0.054285944
6_32590436_C_T_b37	0.29788116	0.055179007	0.50475633	-0.30115408	0.11548333	0.12603308	-0.17926858	0.39334142	0.7068356	-0.11096118	-0.018976117	0.0052783266	-0.0060640983	0.20723495	0.46248695	0.27584898	-0.10617572	0.2294149	0.17519887	0.38429853	0.18869989	0.03998931	-0.726455	0.10569766	0.14336655	-0.031540927	0.28434834	-0.3829781	-0.33626017	-0.7266695	1.0662998	-0.091444135	0.3022499	0.34884354	-0.17968114	0.06680245	-0.06109795	-0.031314887	0.13869014	0.8337629	-0.0857965	-0.25880736	0.101580724	0.2749187	0.23388755	-0.22963575	0.05585394	-0.13145572	0.3006901	1.3620553	-0.16840802	-0.22700588	-0.0167927	0.22166735	-0.20297945	0.6083818	0.20971256	0.49393135	-0.06026981	-0.42274913	-0.36721963	-0.0060337633	0.06742457	0.2470175
17_45884543_G_A_b37	0.024133973	-0.0070573827	-0.059385486	-0.007195838	-0.053374566	-0.0058571724	0.02082258	-0.03245128	-0.022602133	-0.0016738828	0.02232341	0.008099847	-5.3957105e-05	0.00641701	-0.0311319	-0.026960794	0.028419334	-0.012761395	-0.004858393	0.004764825	0.039992016	-0.010509338	-0.0013187081	0.061781585	0.011088323	-0.020431735	-0.047173522	-0.018332748	0.0033282712	-0.022173356	0.021258648	0.01112536	0.015536368	0.015546724	0.018540807	0.044599287	-0.01026643	-0.031036476	0.0006396696	-0.020143013	-0.0020953212	-0.0076496825	0.0043791905	-0.027852744	-0.012198153	0.025327764	0.027965292	0.018558316	0.022166781	-0.6867567	-0.009980399	0.045798007	-0.027316138	-0.009074001	-0.021650363	0.00026440062	-0.022907894	0.03348382	-0.011791408	0.0045048427	-0.023411833	-0.028789252	0.021256458	-0.050768096
7_73097238_G_A_b37	0.026742585	-0.01726192	-0.04212878	-0.005712021	-0.016555678	-0.012628599	0.011078127	-0.01817362	-0.015906148	-0.022785284	0.016802989	0.04783168	-0.0095612705	-0.0010365508	0.014678419	-0.033617266	0.0131629445	0.0029477943	-0.0038230903	0.0024506245	0.010284655	-0.021250699	-0.026981138	0.032171674	0.027013462	0.018165644	-0.0006816536	-0.035574995	-0.014130443	0.04925062	0.00819474	0.011319824	0.036228254	0.013847791	-0.0041758134	0.015630366	-0.0054307533	-0.030268831	0.009257758	-0.000412751	0.00472744	-0.0031137168	0.01444117	-0.01859796	-0.010674199	0.009122739	-0.0011790544	0.031203657	0.0065220296	-0.5871603	-0.0007150695	0.03148764	-0.014596395	-0.006543453	-0.0020441897	0.006006047	-0.002089899	0.023492336	-2.4400651e-05	0.016595619	-0.039756127	-0.008439943	0.0131314695	-0.01747439
15_41856543_A_G_b37	0.033312134	0.02066599	-0.028397836	0.009393837	-0.022788744	-0.0065246588	-0.012244154	-0.023635957	-0.0068418346	-0.017662322	0.0059423028	0.038212664	0.014650334	0.0062047318	-0.0022569299	-0.03180892	0.023188125	-0.00074557075	-0.0048549697	0.00025740452	-0.0034598447	-0.012387678	-0.0032500178	0.028947651	0.027505826	0.010127404	-0.024138544	-0.015738508	-0.016814336	0.025875572	-0.0009140065	0.0016246065	0.024116259	0.008099429	0.019320894	0.015343007	-0.015499567	-0.023282314	-0.010239158	0.0051136017	0.009785557	-0.0038909093	0.004737839	-0.024789877	0.007055927	0.010713041	-0.01878358	0.043570086	0.014507227	-0.3196987	-0.0097188875	0.032448735	-0.027411938	0.012416773	-0.025559325	-0.015540903	-0.017825492	0.025884122	0.0036372915	0.023268456	-0.037811317	-0.028985586	-0.00756453	-0.05895582
14_105648000_C_T_b37	0.02760634	-0.008398816	-0.048841234	-0.0048727132	-0.034973547	-0.016329924	0.020236569	-0.027360434	-0.033249862	-0.015963824	0.012785835	0.040964976	-0.011826746	-0.022419937	0.009054534	-0.03257506	0.0136099495	-0.0079319775	-0.002620753	0.0053493045	0.018211264	-0.03331128	-0.027254492	0.048544124	0.014322512	0.01774975	0.008880205	-0.035638444	-0.013184443	0.040797103	-0.000608827	0.019210532	0.035400078	0.0030470043	-0.00026763603	0.021834893	0.0011826975	-0.03719254	0.019980319	-0.0073306	0.008557862	-0.022437595	0.01931198	-0.025368959	-0.010735526	0.018722381	0.0063852556	0.029471062	0.0050166845	-0.69885284	0.0039021298	0.03768279	-0.012294203	-0.007816625	-0.0055964477	0.0028370116	0.0012443028	0.022689236	-0.0072082058	0.015157303	-0.03238537	-0.01715605	0.0031052865	-0.02005154
17_17122327_G_A_b37	0.042711496	0.010448579	-0.049851183	-0.018721186	-0.05837305	-0.028966084	0.020412756	-0.019370755	-0.016097337	0.016321857	-0.020109335	0.023292493	-0.021840233	-0.021588422	0.014751837	-0.068450704	0.010789018	0.019689748	0.031461462	-0.0061492473	0.025869168	-0.008569341	-0.01364819	0.0083111	0.03357905	0.031559598	0.016046166	-0.010177853	-0.016859509	0.108029425	-0.05048776	0.02261654	-0.0069923922	0.01753296	-0.0013110614	0.03588661	0.002084778	-0.010002298	0.049967322	0.008324839	-0.0045725983	-0.005868867	0.03429781	-0.021834135	0.031439893	0.033647083	0.005037617	0.055845812	0.032441948	-0.6271152	0.05336408	0.067556724	-0.02224645	-0.011366816	0.004191838	0.018401477	-0.012215532	0.064718306	-0.03268046	-0.017597083	-0.029909685	-0.0032360926	0.00046293065	-0.021244226
17_44109769_C_G_b37	0.03277293	0.016362516	-0.06965253	0.0057541765	-0.018787999	-0.020860644	0.008029189	-0.03726381	-0.046994008	-0.018862624	0.008343476	0.02461393	-0.0071748644	-0.021097057	0.011937752	-0.01462777	0.009221062	-0.027821172	-0.021421123	0.0017177518	0.018158939	-0.04912873	-0.012447968	0.02233912	-0.0039281473	0.0027300166	0.002239272	-0.03602328	-0.006858647	0.07560438	-0.019846544	0.013994448	0.016221993	-0.016149342	-0.013537992	0.020254381	-0.019286599	-0.048571445	0.017793134	-0.025648411	0.010965249	0.008169323	0.045066565	-0.011510931	0.008020088	0.0010968	0.0035622604	0.019489259	0.007153034	-0.63712853	-0.0040833876	0.05017968	-0.012730196	-0.019847639	0.00030825287	-0.01865985	0.0019087866	0.0339702	-0.0023058727	0.03600981	-0.03449151	-0.034453437	-0.0016464517	-0.037029326
1_20480668_G_T_b37	0.02337537	-0.00092373043	-0.014587099	0.02560208	-0.0262325	-0.008628209	0.012710188	-0.054603748	-0.042101867	-0.010197241	-0.0032028456	0.03543746	0.021181181	0.017674848	-0.030854724	-0.032824736	0.02398191	-0.01230596	-0.025836218	-0.015420581	-0.021740995	-0.008535467	0.041286238	0.051917017	-0.0042786747	0.023526385	-0.026816074	0.0026832856	0.016680256	-0.038414862	-0.021729168	-0.0053336397	0.011074692	-0.010087475	0.024558807	0.01361263	-0.021729749	-0.016460491	-0.011957001	-0.020418081	0.008808468	0.0109144375	-0.025044251	-0.036981232	-0.020829791	0.0146928	-0.004101388	0.0113475025	-0.0078064874	-0.29881614	-0.004812453	0.03283031	-0.026319727	0.01090776	-0.027868617	-0.035720028	-0.021944966	-0.011216758	0.0256536	0.044776626	-0.030382097	-0.005214013	0.0071978867	-0.060241774
7_75279988_T_C_b37	-0.0109667	0.044825032	-0.059075665	0.055851497	-0.00090284646	-0.012571807	-0.017552972	-0.04715655	-0.0964349	-0.025626786	-0.00046057976	0.059167527	0.033955894	0.015744228	-0.050598375	-0.03272496	0.03382958	-0.021734657	-0.05355132	-0.04440252	-0.00514294	0.0076946598	0.11598214	0.030503668	0.017461263	-0.0015745526	-0.0764416	0.046987627	-0.002435267	0.06866935	-0.07367005	0.02872409	-0.0040145665	-0.03753352	0.0072847637	0.003079716	-0.031012937	-0.035190634	-0.037173074	-0.08424285	-0.00730366	0.015632667	0.0031006262	-0.038308688	0.007780835	0.005862929	-0.007580735	0.011684105	-0.033640295	0.03691429	-0.02983148	0.044900563	-0.017010793	0.0325335	-0.035407837	-0.033312	-0.033856522	-0.044270843	0.04585228	0.023768103	-0.005757004	-0.032219194	-0.018169366	-0.07997385
6_31164794_T_C_b37	0.39878425	-0.09005444	0.6680542	-0.18866324	0.14913327	0.080093086	-0.2017085	0.16902897	0.6448754	-0.24063493	-0.04567437	-0.17551982	0.12165782	0.16222697	0.49892378	-0.020682182	0.009595174	0.28164136	0.3826968	0.1020517	0.10612042	-0.02264512	-0.6938168	-0.021793634	0.2647313	0.026209384	-0.0434269	-0.10344752	-0.33857375	-0.5943251	0.5987169	0.15840444	0.21706352	0.39245525	-0.2015088	0.025296945	-0.030603867	-0.115742534	0.34048545	0.74195784	0.09006504	0.24016023	-0.030799124	0.32377857	0.17777082	-0.170922	0.07622017	0.014461055	0.28670168	2.267905	0.12068044	-0.054674476	0.064171925	0.17261314	0.24501708	0.62614864	0.23396513	0.21598	0.0451888	-0.40069008	-0.3199182	-0.17366067	0.29545343	-0.016447563
2_201992407_C_A_b37	0.016822793	0.02937513	-0.31929523	0.11326819	0.14315121	-0.039882302	0.1008749	-0.036861982	-0.29827487	0.014873794	0.044326387	0.14322649	-0.026826546	-0.105010204	0.08639738	0.078290775	-0.08230907	-0.03735268	-0.020650785	-0.080348544	0.061779913	0.046332773	0.10654227	-0.21825223	0.021389943	0.045643184	-0.053271946	0.10000642	-0.020911813	0.77025205	-0.40812123	0.035199996	0.16283989	-0.002879694	-0.041393142	-0.000120339915	0.018545184	-0.089354984	0.028918434	-0.18682969	0.010160867	0.09006441	0.18029833	0.010035746	0.027575012	0.033113744	-0.08067561	0.19254111	-0.10586038	0.80058825	0.081829116	0.09793821	-0.025618091	-0.061195377	0.11441173	-0.0077288877	-0.042090964	-0.032643028	-0.060894825	0.021277113	0.036448706	-0.031699296	-0.111597896	-0.09115445
6_110967011_A_G_b37	0.031949036	0.009595618	-0.06349793	-0.008840559	-0.0062129423	-0.021739334	0.016247816	-0.024672814	-0.030247107	-0.020274077	0.010293141	0.06463097	-0.012059927	-0.025732607	0.014384702	-0.010837857	0.008184906	0.01840613	0.00094719976	0.0011798255	0.027750652	-0.02299533	-0.04973102	0.047996275	0.016618107	0.008818445	0.018108226	-0.02203091	-0.017000876	0.10356262	-0.012032777	0.020914655	0.06579996	0.0050637573	0.0048057563	0.017719269	0.0061642304	-0.042255335	0.0277742	-0.008236419	0.0056776144	-0.027418494	0.036342278	-0.015552171	-0.01030199	0.036516	-0.00043351203	0.04171975	0.0022896826	-0.5107712	0.0015803054	0.04140104	-0.012784407	-0.009963505	-0.008510027	0.010311509	-0.010432497	0.053296886	-0.006213583	0.0049617253	-0.052012064	-0.013241336	-0.0035371669	-0.020280011
4_156875373_G_A_b37	0.000534188	0.031056387	-0.00527402	0.055038795	-0.02106981	-0.020859549	-0.027079284	-0.038235094	-0.038932465	-0.014395698	-0.0013579301	0.006006729	0.02899485	0.03440247	-0.046385057	-0.044677265	0.028008316	-0.036586802	-0.047766987	-0.038888957	-0.0254174	0.0065263137	0.10299306	0.043143854	0.029223256	-0.014504821	-0.088116504	0.019992111	-0.0048713386	-0.03713679	-0.039133728	0.002744168	-0.00066602975	-0.018827334	-0.0030871732	0.023275048	-0.073009446	-0.041570865	-0.026849587	-0.036989104	-0.008743262	0.041851312	-0.026998986	-0.031011	0.005930485	-0.0052576996	-0.004340373	0.009670243	-0.018516928	-0.13122958	-0.02433632	0.0313903	-0.0069895163	0.030783512	-0.03348064	0.0004682634	-0.023244817	-0.046269365	0.04683994	0.011263592	-0.028535686	-0.048953246	0.021432469	-0.082472265
4_156875182_C_G_b37	-0.034923907	0.051576085	-0.06498517	0.08033021	0.009905729	-0.038246635	0.008518845	-0.061960332	-0.13265917	-0.02600611	-0.014397968	0.059941784	0.047050193	0.011023909	-0.04884257	0.006145723	0.05261677	-0.039137244	-0.059936736	-0.05215565	0.011688467	0.04718198	0.15886164	0.009832792	0.033954106	-0.014853035	-0.08300928	0.06362754	0.014080279	0.07654968	-0.094491415	0.047413625	-0.00070085377	-0.012375936	-0.011853412	0.0015648883	-0.056706797	-0.063239805	-0.037907217	-0.10005313	-0.03158083	0.07353464	0.021461442	-0.015492804	0.009271149	0.004949201	-0.020036144	0.015044481	-0.04284872	0.5578202	-0.02213433	0.04413799	-0.0066453964	0.029083502	-0.052869495	-0.03265699	-0.0116720535	-0.07419025	0.066438735	0.00051960535	0.038797572	-0.076646104	-0.03112989	-0.072800644
17_44261753_T_C_b37	0.04490305	-0.0010527354	0.009015074	0.003720522	-0.023635332	-0.015762292	-0.010013364	-0.010592898	0.016820308	-0.0121221375	-0.007221471	0.014721975	0.0012267642	0.008244328	0.024921946	-0.050431814	0.022038545	0.01472455	0.021947984	0.015938025	0.017787702	-0.0273589	-0.05825325	0.032529227	0.041086003	0.006461461	0.006797187	-0.04424178	-0.010218166	-0.021777038	0.046232995	0.016262922	0.035563	0.01480303	0.0056583392	0.026952505	-0.013915197	-0.025638154	0.017704953	0.057393465	0.00050324947	-0.016884074	0.0013292059	-0.017900638	0.033033982	0.009219686	-0.010870062	0.010781199	0.013647966	-0.48776668	0.0021788478	0.018392086	-0.00415124	0.020385094	-0.018805854	0.042215098	-0.0010989681	0.035116937	-0.020864807	-0.013289901	-0.05999195	-0.022059202	0.0049125515	-0.032746434
15_100273607_G_C_b37	-0.036365625	0.008101495	-0.6464933	0.07289951	0.31443357	-0.12679641	0.26486808	0.038238004	-0.49367553	0.0126199825	-0.025647549	0.16178861	-0.016290206	-0.3145923	0.24797362	0.3435918	-0.22479427	0.1156315	0.0285042	-0.01618556	0.16516553	0.076535314	0.0067459345	-0.3774218	-0.023641575	-0.075847164	0.123291366	0.11786663	-0.14856294	1.6462225	-0.77033335	0.024483908	0.3726815	-0.05782792	0.07180011	-0.016482294	0.19587879	-0.102315314	0.20373432	-0.23002553	0.0686355	-0.024855882	0.46147537	0.051084217	0.028749831	0.2731649	-0.1924937	0.4187995	-0.13904439	1.8980596	0.2208949	0.21141563	-0.16295005	-0.15293339	0.171197	-0.24110922	-0.0833592	0.12568152	-0.29234695	0.17361018	0.023258142	-0.09939719	-0.26774785	-0.13609253
22_23571783_G_C_b37	0.016591027	-0.014203573	-0.042581603	0.008889712	-0.03835769	-0.010927104	0.022959922	-0.030422546	-0.03510008	-0.024392068	0.013458801	0.03187518	-0.0025320165	-0.0061632507	-0.010183893	-0.02841496	0.013723772	-0.017668812	-0.022137243	0.0026395712	0.00765232	-0.027524833	-0.011672996	0.05966656	0.007690951	0.014078551	-0.0061735064	-0.026057696	-0.014022984	0.012517147	0.004329769	0.016517185	0.024099153	0.0040070564	0.007304492	0.017415848	-0.012983737	-0.027902214	0.00964345	-0.015890379	0.012339383	-0.0143145695	-0.0005354062	-0.024891973	-0.019953176	0.015411586	-0.00040313974	0.020269118	0.01314044	-0.601433	-0.0063280463	0.02784412	-0.017255425	-0.008453655	-0.012592707	-0.01152009	0.004253298	0.003096804	0.0019379854	0.030050443	-0.023456857	-0.014674775	0.008599918	-0.031595696
12_7001020_A_G_b37	0.0034631416	-0.00958032	-0.015079226	0.015229616	-0.014770303	-0.010450267	0.013500724	-0.06986267	-0.089492016	-0.022883032	0.013626112	0.041533794	0.009886328	0.033706903	-0.026507236	-0.026620567	0.021538038	-0.031155672	-0.05294537	-0.03992965	-0.048517093	-0.00078195706	0.08887873	0.05788604	-0.033576023	-0.0027172538	-0.045922533	0.021203648	0.001068294	-0.04443864	-0.029928826	0.016362607	-0.0055463538	-0.0032805204	0.031982075	-0.0040330216	-0.047501214	0.0013988446	-0.01213523	-0.056854133	-0.033232123	0.012342669	-0.056378275	-0.020485677	-0.031135703	0.0069865473	-0.0015269145	-0.005943477	-0.009048656	-0.050659716	-0.005624734	0.026729453	-0.0052265525	0.023703434	0.004780676	-0.054503612	0.008204972	-0.06944954	0.056565113	0.06897604	0.010159552	-0.038159255	0.033473425	-0.06792718
